2026-04-04T18:52:47.959325Z [info     ] setup plugin alembic.autogenerate.schemas [alembic.runtime.plugins] loc=plugins.py:37
2026-04-04T18:52:47.959440Z [info     ] setup plugin alembic.autogenerate.tables [alembic.runtime.plugins] loc=plugins.py:37
2026-04-04T18:52:47.959491Z [info     ] setup plugin alembic.autogenerate.types [alembic.runtime.plugins] loc=plugins.py:37
2026-04-04T18:52:47.959529Z [info     ] setup plugin alembic.autogenerate.constraints [alembic.runtime.plugins] loc=plugins.py:37
2026-04-04T18:52:47.959562Z [info     ] setup plugin alembic.autogenerate.defaults [alembic.runtime.plugins] loc=plugins.py:37
2026-04-04T18:52:47.959594Z [info     ] setup plugin alembic.autogenerate.comments [alembic.runtime.plugins] loc=plugins.py:37
2026-04-04T18:52:48.515340Z [info     ] Migrating the Airflow database [airflow.utils.db] loc=db.py:1130
standalone | Starting Airflow Standalone
api-server | INFO:     127.0.0.1:63097 - "GET /ui/grid/ti_summaries/mantus_realtime_dag/scheduled__2026-04-04T18%3A45%3A00%2B00%3A00 HTTP/1.1" 200 OK
api-server | INFO:     127.0.0.1:63105 - "GET /ui/grid/ti_summaries/mantus_realtime_dag/manual__2026-04-04T18%3A43%3A58.038357%2B00%3A00 HTTP/1.1" 200 OK
api-server | INFO:     127.0.0.1:63102 - "GET /ui/grid/ti_summaries/mantus_realtime_dag/scheduled__2026-04-04T18%3A40%3A00%2B00%3A00 HTTP/1.1" 200 OK
api-server | INFO:     127.0.0.1:63095 - "GET /api/v2/dags/mantus_realtime_dag/dagRuns/manual__2026-04-04T18%3A49%3A33.918223%2B00%3A00/taskInstances/transform/logs/1?map_index=-1 HTTP/1.1" 200 OK
dag-processor | 2026-04-04T18:52:53.748068Z [info     ] Sync 1 DAGs                    [airflow.serialization.serialized_objects] loc=serialized_objects.py:2949
dag-processor | 2026-04-04T18:52:53.752606Z [info     ] Setting next_dagrun for latest_only_with_trigger to 2026-04-04 18:52:53.752454+00:00, run_after=2026-04-04 18:52:53.752454+00:00 [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-04-04T18:52:53.794696Z [info     ] Sync 10 DAGs                   [airflow.serialization.serialized_objects] loc=serialized_objects.py:2949
dag-processor | 2026-04-04T18:52:53.800599Z [info     ] Setting next_dagrun for asset_consumes_1 to None, run_after=None [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-04-04T18:52:53.801725Z [info     ] Setting next_dagrun for asset_consumes_1_and_2 to None, run_after=None [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-04-04T18:52:53.802347Z [info     ] Setting next_dagrun for asset_consumes_1_never_scheduled to None, run_after=None [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-04-04T18:52:53.803474Z [info     ] Setting next_dagrun for asset_consumes_unknown_never_scheduled to None, run_after=None [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-04-04T18:52:53.806106Z [info     ] Setting next_dagrun for asset_produces_1 to 2026-04-04 00:00:00+00:00, run_after=2026-04-04 00:00:00+00:00 [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-04-04T18:52:53.807167Z [info     ] Setting next_dagrun for asset_produces_2 to None, run_after=None [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-04-04T18:52:53.810296Z [info     ] Setting next_dagrun for conditional_asset_and_time_based_timetable to 2026-04-01 01:00:00+00:00, run_after=2026-04-01 01:00:00+00:00 [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-04-04T18:52:53.812760Z [info     ] Setting next_dagrun for consume_1_and_2_with_asset_expressions to None, run_after=None [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-04-04T18:52:53.814629Z [info     ] Setting next_dagrun for consume_1_or_2_with_asset_expressions to None, run_after=None [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-04-04T18:52:53.816960Z [info     ] Setting next_dagrun for consume_1_or_both_2_and_3_with_asset_expressions to None, run_after=None [airflow.models.dag] loc=dag.py:693
standalone | Airflow is ready
standalone | Airflow Standalone is for development purposes only. Do not use this in production!
dag-processor | 2026-04-04T18:52:53.856576Z [info     ] Sync 1 DAGs                    [airflow.serialization.serialized_objects] loc=serialized_objects.py:2949
dag-processor | 2026-04-04T18:52:53.859821Z [info     ] Setting next_dagrun for example_asset_with_watchers to None, run_after=None [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-04-04T18:52:53.900834Z [info     ] Sync 1 DAGs                    [airflow.serialization.serialized_objects] loc=serialized_objects.py:2949
dag-processor | 2026-04-04T18:52:53.903364Z [info     ] Setting next_dagrun for example_python_operator to None, run_after=None [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-04-04T18:52:53.920955Z [info     ] Sync 1 DAGs                    [airflow.serialization.serialized_objects] loc=serialized_objects.py:2949
dag-processor | 2026-04-04T18:52:53.941608Z [info     ] Setting next_dagrun for example_workday_timetable to 2026-04-06 00:00:00+00:00, run_after=2026-04-07 00:00:00+00:00 [airflow.models.dag] loc=dag.py:693
dag-processor | /Users/mantukumardeka/airflow-venv/lib/python3.12/site-packages/airflow/sdk/execution_time/supervisor.py:477 DeprecationWarning: This process (pid=61576) is multi-threaded, use of fork() may lead to deadlocks in the child.
dag-processor | 2026-04-04T18:52:53.965937Z [info     ] Sync 1 DAGs                    [airflow.serialization.serialized_objects] loc=serialized_objects.py:2949
dag-processor | 2026-04-04T18:52:53.972611Z [info     ] Setting next_dagrun for example_branch_operator to 2026-04-04 00:00:00+00:00, run_after=2026-04-04 00:00:00+00:00 [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-04-04T18:52:53.994687Z [info     ] Sync 1 DAGs                    [airflow.serialization.serialized_objects] loc=serialized_objects.py:2949
dag-processor | 2026-04-04T18:52:54.000252Z [info     ] Setting next_dagrun for example_bash_operator to 2026-04-04 00:00:00+00:00, run_after=2026-04-04 00:00:00+00:00 [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-04-04T18:52:54.019920Z [info     ] Sync 2 DAGs                    [airflow.serialization.serialized_objects] loc=serialized_objects.py:2949
dag-processor | 2026-04-04T18:52:54.022729Z [info     ] Setting next_dagrun for example_external_task_marker_child to None, run_after=None [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-04-04T18:52:54.023399Z [info     ] Setting next_dagrun for example_external_task_marker_parent to None, run_after=None [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-04-04T18:52:54.041939Z [info     ] Sync 1 DAGs                    [airflow.serialization.serialized_objects] loc=serialized_objects.py:2949
dag-processor | 2026-04-04T18:52:54.044300Z [info     ] Setting next_dagrun for example_display_name to None, run_after=None [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-04-04T18:52:54.062567Z [info     ] Sync 2 DAGs                    [airflow.serialization.serialized_objects] loc=serialized_objects.py:2949
dag-processor | 2026-04-04T18:52:54.065532Z [info     ] Setting next_dagrun for example_xcom_args to None, run_after=None [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-04-04T18:52:54.066268Z [info     ] Setting next_dagrun for example_xcom_args_with_operators to None, run_after=None [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-04-04T18:52:54.083946Z [info     ] Sync 2 DAGs                    [airflow.serialization.serialized_objects] loc=serialized_objects.py:2949
dag-processor | 2026-04-04T18:52:54.089847Z [info     ] Setting next_dagrun for read_asset_event to 2026-04-04 00:00:00+00:00, run_after=2026-04-04 00:00:00+00:00 [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-04-04T18:52:54.091554Z [info     ] Setting next_dagrun for read_asset_event_from_classic to 2026-04-04 00:00:00+00:00, run_after=2026-04-04 00:00:00+00:00 [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-04-04T18:52:54.116361Z [info     ] Sync 3 DAGs                    [airflow.serialization.serialized_objects] loc=serialized_objects.py:2949
dag-processor | 2026-04-04T18:52:54.120305Z [info     ] Setting next_dagrun for asset1_producer to None, run_after=None [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-04-04T18:52:54.120971Z [info     ] Setting next_dagrun for asset2_producer to None, run_after=None [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-04-04T18:52:54.121672Z [info     ] Setting next_dagrun for consumes_asset_decorator to None, run_after=None [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-04-04T18:52:54.144959Z [info     ] Sync 1 DAGs                    [airflow.serialization.serialized_objects] loc=serialized_objects.py:2949
dag-processor | 2026-04-04T18:52:54.150307Z [info     ] Setting next_dagrun for example_weekday_branch_operator to 2026-04-04 00:00:00+00:00, run_after=2026-04-04 00:00:00+00:00 [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-04-04T18:52:54.173584Z [info     ] Sync 3 DAGs                    [airflow.serialization.serialized_objects] loc=serialized_objects.py:2949
dag-processor | 2026-04-04T18:52:54.179222Z [info     ] Setting next_dagrun for example_branch_datetime_operator to 2026-04-04 00:00:00+00:00, run_after=2026-04-04 00:00:00+00:00 [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-04-04T18:52:54.181151Z [info     ] Setting next_dagrun for example_branch_datetime_operator_2 to 2026-04-04 00:00:00+00:00, run_after=2026-04-04 00:00:00+00:00 [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-04-04T18:52:54.182595Z [info     ] Setting next_dagrun for example_branch_datetime_operator_3 to 2026-04-04 00:00:00+00:00, run_after=2026-04-04 00:00:00+00:00 [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-04-04T18:52:54.234010Z [info     ] Sync 1 DAGs                    [airflow.serialization.serialized_objects] loc=serialized_objects.py:2949
dag-processor | 2026-04-04T18:52:54.236514Z [info     ] Setting next_dagrun for example_hitl_operator to None, run_after=None [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-04-04T18:52:54.240049Z [info     ] Sync 1 DAGs                    [airflow.serialization.serialized_objects] loc=serialized_objects.py:2949
dag-processor | 2026-04-04T18:52:54.240575Z [info     ] Setting next_dagrun for example_simplest_dag to None, run_after=None [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-04-04T18:52:54.315930Z [info     ] Sync 1 DAGs                    [airflow.serialization.serialized_objects] loc=serialized_objects.py:2949
dag-processor | 2026-04-04T18:52:54.317883Z [info     ] Setting next_dagrun for example_complex to None, run_after=None [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-04-04T18:52:54.321667Z [info     ] Sync 1 DAGs                    [airflow.serialization.serialized_objects] loc=serialized_objects.py:2949
dag-processor | 2026-04-04T18:52:54.325277Z [info     ] Setting next_dagrun for example_passing_params_via_test_command to 2026-04-04 18:52:00+00:00, run_after=2026-04-04 18:52:00+00:00 [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-04-04T18:52:54.361996Z [info     ] Sync 1 DAGs                    [airflow.serialization.serialized_objects] loc=serialized_objects.py:2949
dag-processor | 2026-04-04T18:52:54.364819Z [info     ] Setting next_dagrun for example_sensors to None, run_after=None [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-04-04T18:52:54.380270Z [info     ] Sync 3 DAGs                    [airflow.serialization.serialized_objects] loc=serialized_objects.py:2949
dag-processor | 2026-04-04T18:52:54.385885Z [info     ] Setting next_dagrun for asset_with_extra_by_context to 2026-04-04 00:00:00+00:00, run_after=2026-04-04 00:00:00+00:00 [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-04-04T18:52:54.387529Z [info     ] Setting next_dagrun for asset_with_extra_by_yield to 2026-04-04 00:00:00+00:00, run_after=2026-04-04 00:00:00+00:00 [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-04-04T18:52:54.388958Z [info     ] Setting next_dagrun for asset_with_extra_from_classic_operator to 2026-04-04 00:00:00+00:00, run_after=2026-04-04 00:00:00+00:00 [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-04-04T18:52:54.412180Z [info     ] Sync 1 DAGs                    [airflow.serialization.serialized_objects] loc=serialized_objects.py:2949
dag-processor | 2026-04-04T18:52:54.416011Z [info     ] Setting next_dagrun for example_skip_dag to 2026-04-04 18:52:54.415869+00:00, run_after=2026-04-04 18:52:54.415869+00:00 [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-04-04T18:52:54.433176Z [info     ] Sync 1 DAGs                    [airflow.serialization.serialized_objects] loc=serialized_objects.py:2949
dag-processor | 2026-04-04T18:52:54.436120Z [info     ] Setting next_dagrun for tutorial_taskflow_api_virtualenv to None, run_after=None [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-04-04T18:52:54.453384Z [info     ] Sync 1 DAGs                    [airflow.serialization.serialized_objects] loc=serialized_objects.py:2949
dag-processor | 2026-04-04T18:52:54.458824Z [info     ] Setting next_dagrun for tutorial_taskflow_templates to 2026-04-04 00:00:00+00:00, run_after=2026-04-04 00:00:00+00:00 [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-04-04T18:52:54.476565Z [info     ] Sync 1 DAGs                    [airflow.serialization.serialized_objects] loc=serialized_objects.py:2949
dag-processor | 2026-04-04T18:52:54.479670Z [info     ] Setting next_dagrun for child_dag to 2022-01-01 00:00:00+00:00, run_after=2022-01-01 00:00:00+00:00 [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-04-04T18:52:54.497402Z [info     ] Sync 1 DAGs                    [airflow.serialization.serialized_objects] loc=serialized_objects.py:2949
dag-processor | 2026-04-04T18:52:54.499961Z [info     ] Setting next_dagrun for example_dag_decorator to None, run_after=None [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-04-04T18:52:54.518645Z [info     ] Sync 1 DAGs                    [airflow.serialization.serialized_objects] loc=serialized_objects.py:2949
